dataset_size,max_depth,min_samples_split,my_tree_accuracy,my_tree_precision,my_tree_recall,my_tree_depth,my_tree_num_nodes,my_tree_training_time,my_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_tree_depth,sklearn_num_nodes,sklearn_training_time,sklearn_memory_usage
11621,4,2,0.6864297392651235,0.38811866727788347,0.3742864994476974,4,31,0.9033269882202148,1886.421875,0.6797177523448928,0.6532886272318366,0.6797177523448928,4,31,0.020803213119506836,1886.421875
1162,4,4,0.693631669535284,0.6226141402266646,0.42834454536531597,4,29,0.10312795639038086,1886.421875,0.7013769363166954,0.6651578821921742,0.7013769363166954,4,31,0.0029039382934570312,1886.421875
2324,4,4,0.6876075731497419,0.42781936332531295,0.34364771393510846,4,29,0.188079833984375,1886.421875,0.6858864027538726,0.6502130366241591,0.6858864027538726,4,31,0.005007743835449219,1886.421875
3486,4,4,0.6878944348823867,0.342614602385312,0.35540837980296114,4,31,0.27767395973205566,1886.421875,0.683017785427424,0.6495711186976363,0.683017785427424,4,31,0.007024049758911133,1886.421875
4648,4,4,0.6787865748709122,0.3402482016840077,0.35317291306587745,4,31,0.36850500106811523,1886.421875,0.6839500860585198,0.6585815863355745,0.6839500860585198,4,31,0.009361028671264648,1886.421875
5810,4,4,0.6876075731497419,0.42794557432776664,0.4129104849579896,4,31,0.46112918853759766,1886.421875,0.6836488812392427,0.633627405842293,0.6836488812392427,4,31,0.011528968811035156,1886.421875
6972,4,4,0.6973608720596672,0.4992427516273443,0.4373607745838059,4,31,0.5491271018981934,1886.421875,0.685025817555938,0.6678441812612385,0.685025817555938,4,31,0.013445138931274414,1886.421875
8134,4,4,0.6887140398328006,0.4570087960976355,0.3923840115315775,4,31,0.6625630855560303,1886.421875,0.6772805507745266,0.6455390055268273,0.6772805507745266,4,31,0.01530003547668457,1886.421875
9296,4,4,0.6864242685025818,0.39897921058693253,0.3390266643191028,4,31,0.741901159286499,1886.421875,0.6815834767641996,0.6647068868065041,0.6815834767641996,4,31,0.017683982849121094,1886.421875
10458,4,4,0.6848345764008414,0.38754982754897477,0.3477717850030825,4,31,0.8579819202423096,1886.421875,0.6813922356091031,0.650438231695862,0.6813922356091031,4,31,0.019298076629638672,1886.421875
11621,4,4,0.6864297392651235,0.38811866727788347,0.3742864994476974,4,31,0.926750898361206,1886.4375,0.6797177523448928,0.6532886272318366,0.6797177523448928,4,31,0.020457029342651367,1886.4375
